"proj_id","team_size","budget","workload","completion_time","assigned_manager","tasks__id","tasks__description","tasks__status","tasks__person_assigned","tasks__due_date","tasks__estimated_duration"
"182","10","12511.97","medium","168","Robert Allen","1","Implement user interface","incomplete","Ariel Watson","2024-02-22","1"
"","","","","","","2","Optimize database schema","complete","Michael White","2024-02-22","3"
"","","","","","","3","Implement backend logic","incomplete","Cassandra Hogan","2024-02-22","9"
"183","1","13820.25","low","324","Ricardo Hill","1","Implement integration module","incomplete","Cristian Nguyen","2024-08-08","6"
"","","","","","","2","Design database schema","complete","Jessica Weaver","2024-08-08","10"
"184","4","14183.48","medium","307","Randall Jones","1","Design user interface","complete","Alexander Schwartz","2024-05-08","10"
"","","","","","","2","Design integration module","incomplete","Ronald Shea","2024-05-08","1"
"","","","","","","3","Optimize backend logic","complete","Steven Beck","2024-05-08","6"
"","","","","","","4","Implement database schema","complete","Glen Page","2024-05-08","1"
"185","3","12933.05","low","86","Brandon Harris","1","Document algorithm","complete","Leslie Moss","2024-08-13","6"
"186","5","11613.02","low","253","Elizabeth Thomas","1","Document integration module","incomplete","David Mccullough","2024-10-15","4"
"","","","","","","2","Optimize backend logic","incomplete","Penny Swanson","2024-10-15","5"
"","","","","","","3","Document database schema","complete","Sarah Smith","2024-10-15","3"
"187","1","14743.94","high","230","Rita Price","1","Optimize database schema","complete","William Perez","2024-11-25","10"
"188","2","14683.44","low","199","Margaret Clayton","1","Test backend logic","complete","Pamela Knapp","2024-03-19","6"
"","","","","","","2","Design database schema","complete","Steven Sharp","2024-03-19","4"
"189","2","11752.41","low","30","Carol Mccann","1","Debug backend logic","incomplete","Sarah Smith","2024-08-24","8"
"","","","","","","2","Test integration module","incomplete","Emily Charles","2024-08-24","2"
"","","","","","","3","Optimize backend logic","complete","Randall Banks","2024-08-24","8"
"","","","","","","4","Design database schema","complete","Brian Becker","2024-08-24","6"
"190","5","14758.31","low","205","Amanda Baker","1","Design integration module","complete","Sarah Smith","2024-08-19","6"
"","","","","","","2","Optimize algorithm","complete","Ariel Watson","2024-08-19","7"
"191","3","13036.59","medium","110","Carol Mccann","1","Implement algorithm","incomplete","Wendy Cummings","2024-03-31","5"
"","","","","","","2","Implement user interface","complete","Frank Young","2024-03-31","7"
"","","","","","","3","Optimize algorithm","complete","Joseph Wade","2024-03-31","1"
"192","6","10019.08","low","180","Edward Owen","1","Design user interface","complete","Valerie Stephens","2024-12-25","3"
"","","","","","","2","Test user interface","incomplete","Stephanie Harrison","2024-12-25","2"
"","","","","","","3","Debug algorithm","incomplete","Margaret Peterson","2024-12-25","5"
"","","","","","","4","Document integration module","incomplete","Michael Phillips","2024-12-25","3"
"193","6","14427.46","medium","125","Pamela Craig","1","Debug database schema","complete","Cathy Wood","2024-03-02","5"
"","","","","","","2","Design backend logic","complete","James Hernandez","2024-03-02","2"
"","","","","","","3","Test integration module","incomplete","Tanner Dickson","2024-03-02","10"
"194","4","12768.01","medium","297","Marc Marquez","1","Implement algorithm","incomplete","Joseph Wade","2024-11-09","2"
"","","","","","","2","Document user interface","complete","Leslie Friedman","2024-11-09","2"
"","","","","","","3","Debug backend logic","complete","Kelli Rivera","2024-11-09","4"
"","","","","","","4","Implement user interface","incomplete","John Matthews","2024-11-09","2"
"195","7","11009.6","high","105","Nicole Lewis","1","Design user interface","incomplete","Karen Hansen","2024-06-20","9"
"","","","","","","2","Optimize database schema","incomplete","Leslie Friedman","2024-06-20","9"
"","","","","","","3","Design integration module","incomplete","Scott Rogers","2024-06-20","2"
"196","7","10748.21","high","331","Emily Ball","1","Design database schema","incomplete","James Hernandez","2024-03-31","7"
"197","5","11915.22","medium","322","Nicole Lewis","1","Test algorithm","complete","David Mccullough","2024-10-08","10"
"198","10","13404.06","medium","49","Adam Armstrong","1","Document algorithm","incomplete","Keith Li","2024-07-27","6"
"","","","","","","2","Test database schema","incomplete","Brandy Kennedy","2024-07-27","5"
"199","8","14291.17","high","80","Victoria Dunn","1","Debug database schema","incomplete","Erika Warren","2024-04-17","7"
"","","","","","","2","Document user interface","complete","Kimberly Reese","2024-04-17","8"
"","","","","","","3","Debug algorithm","incomplete","Bobby Jones","2024-04-17","1"
"200","9","13957.45","low","189","Anna Webster","1","Optimize integration module","complete","Carolyn Wright","2024-10-25","3"
"","","","","","","2","Implement user interface","complete","John Matthews","2024-10-25","1"
"","","","","","","3","Design database schema","complete","Howard Murphy","2024-10-25","5"
"","","","","","","4","Debug integration module","incomplete","Brandon Ramirez","2024-10-25","2"
"201","1","11209.69","medium","334","Pamela Craig","1","Optimize database schema","incomplete","Anthony Ruiz","2024-05-09","3"
"","","","","","","2","Document user interface","incomplete","Trevor Roy","2024-05-09","1"
"","","","","","","3","Design backend logic","complete","Jason Schneider","2024-05-09","4"
"","","","","","","4","Implement backend logic","incomplete","Michael Livingston","2024-05-09","7"
"202","9","10100.26","high","34","Megan Carpenter","1","Design backend logic","incomplete","Gene Robbins","2024-04-16","10"
"","","","","","","2","Document database schema","incomplete","Margaret Peterson","2024-04-16","7"
"203","6","12294.99","low","268","Randall Jones","1","Design user interface","incomplete","Kenneth Huffman","2025-01-20","9"
"","","","","","","2","Optimize integration module","incomplete","Michael Livingston","2025-01-20","5"
"","","","","","","3","Design algorithm","complete","James Armstrong","2025-01-20","6"
"","","","","","","4","Document database schema","incomplete","Samantha Martinez","2025-01-20","5"
"204","5","10941.8","high","153","Carol Mccann","1","Test backend logic","complete","Samantha Arnold","2024-12-12","8"
"","","","","","","2","Test algorithm","incomplete","Samantha Olson","2024-12-12","7"
"","","","","","","3","Design integration module","complete","Sarah Mccormick","2024-12-12","6"
"","","","","","","4","Document backend logic","incomplete","Ann Mullins","2024-12-12","6"
"205","9","11500.97","low","315","Robert Allen","1","Implement database schema","complete","Michael White","2024-07-08","6"
"206","2","11111.27","low","187","Marc Marquez","1","Optimize database schema","incomplete","Trevor Roy","2024-07-27","2"
"","","","","","","2","Design integration module","complete","Michael White","2024-07-27","8"
"","","","","","","3","Optimize user interface","incomplete","John Matthews","2024-07-27","9"
"207","5","12065.54","low","100","Debra Mcdaniel","1","Debug backend logic","incomplete","Rebecca Snyder","2024-08-02","3"
"","","","","","","2","Design algorithm","incomplete","Rebecca Ward","2024-08-02","3"
"","","","","","","3","Document user interface","complete","Troy Simon","2024-08-02","8"
"","","","","","","4","Implement backend logic","complete","Samantha Martinez","2024-08-02","8"
"208","2","10647.03","medium","354","Mark Tanner","1","Debug user interface","complete","Randall Banks","2024-09-02","9"
"","","","","","","2","Document database schema","complete","Valerie Stephens","2024-09-02","6"
"","","","","","","3","Optimize backend logic","complete","Kelli Rivera","2024-09-02","1"
"","","","","","","4","Document backend logic","complete","Jennifer Harrison","2024-09-02","6"
"209","5","10644.65","medium","287","Emily Ball","1","Design database schema","incomplete","Natasha Flores","2024-07-14","8"
"","","","","","","2","Optimize integration module","incomplete","Karen Hansen","2024-07-14","7"
"210","3","11713.66","medium","213","David Johnson","1","Design backend logic","complete","Collin Hunter","2024-05-15","3"
"","","","","","","2","Document user interface","complete","Bobby Jones","2024-05-15","2"
"211","6","13555.55","low","222","Elizabeth Thomas","1","Design user interface","complete","Ariel Watson","2024-06-18","1"
"212","2","12083.88","medium","93","George Shannon","1","Implement backend logic","complete","Kathleen Wright","2024-06-17","5"
"","","","","","","2","Document user interface","incomplete","Felicia Parker","2024-06-17","10"
"","","","","","","3","Document backend logic","incomplete","Paul Watson","2024-06-17","2"
"","","","","","","4","Document integration module","complete","Rhonda White","2024-06-17","5"
"213","2","13923.8","medium","131","Nicole Lewis","1","Implement database schema","incomplete","Jonathan Miller","2024-05-21","5"
"","","","","","","2","Design integration module","incomplete","John Graham","2024-05-21","4"
"","","","","","","3","Debug database schema","complete","Jeremy Gamble","2024-05-21","1"
"214","1","13358.17","low","323","Edward Owen","1","Optimize user interface","complete","Michael Phillips","2024-10-18","5"
"","","","","","","2","Implement algorithm","incomplete","Robin Koch","2024-10-18","5"
"215","8","10250.4","low","50","Paul Webb","1","Document user interface","complete","Robert Ponce","2024-08-11","1"
"","","","","","","2","Implement backend logic","incomplete","Pamela Heath","2024-08-11","6"
"","","","","","","3","Optimize database schema","complete","Cathy Wood","2024-08-11","6"
"216","6","10914.35","medium","234","Erin Hale","1","Debug algorithm","complete","Jeremy Gamble","2024-06-27","2"
"","","","","","","2","Document user interface","complete","Natalie Zhang","2024-06-27","2"
"","","","","","","3","Optimize algorithm","incomplete","Erik Clark","2024-06-27","3"
"","","","","","","4","Debug database schema","complete","Nathaniel Moore","2024-06-27","3"
"217","8","14601.99","low","240","Pamela Craig","1","Document database schema","complete","Trevor Roy","2024-03-03","9"
"218","10","13618.87","low","203","Brandon Harris","1","Document backend logic","incomplete","Stephanie Murphy","2024-11-02","6"
"219","7","10743.27","high","343","Carol Mccann","1","Debug algorithm","complete","Paul Hurst","2024-02-14","2"
"","","","","","","2","Debug database schema","complete","Olivia Aguilar","2024-02-14","6"
"220","5","10251.75","low","311","Stacy Watts","1","Design algorithm","incomplete","Marie Gonzalez","2024-08-20","10"
"","","","","","","2","Design algorithm","incomplete","Steven Sharp","2024-08-20","6"
"","","","","","","3","Debug user interface","complete","Brenda Young","2024-08-20","7"
"","","","","","","4","Design integration module","complete","Gloria Wilson","2024-08-20","2"
"221","10","14815.86","high","185","Daniel Romero","1","Document algorithm","incomplete","Charles Ferguson","2024-11-22","6"
"","","","","","","2","Implement algorithm","incomplete","Lisa Brown","2024-11-22","9"
"222","10","12999.76","high","216","Anna Webster","1","Document backend logic","complete","Kayla Watts","2024-09-27","6"
"223","6","14149.42","medium","310","Brandon Harris","1","Implement algorithm","complete","Linda Herrera","2024-08-18","7"
"224","2","11271.45","low","126","Jessica Costa","1","Implement database schema","complete","Scott Rogers","2024-08-28","7"
"","","","","","","2","Document integration module","complete","Linda Herrera","2024-08-28","8"
"225","8","13292.28","high","98","Stephanie Flynn","1","Debug integration module","incomplete","Candice Hunt","2024-02-11","9"
"226","3","13459.09","low","95","Tyler Turner","1","Debug algorithm","complete","Paul Hurst","2024-08-25","5"
"","","","","","","2","Test database schema","incomplete","Leslie Friedman","2024-08-25","3"
"","","","","","","3","Debug integration module","incomplete","Shawn Morris","2024-08-25","9"
"227","6","13559.37","high","353","Joseph Johnson","1","Document database schema","incomplete","Brittany Baker","2024-05-21","3"
"","","","","","","2","Document backend logic","incomplete","Alexandra Saunders","2024-05-21","2"
"228","6","12811.4","high","322","Edward Owen","1","Document integration module","incomplete","Darren Gill","2025-02-06","7"
"","","","","","","2","Optimize user interface","complete","John Beasley","2025-02-06","7"
"","","","","","","3","Design user interface","complete","Jose Fisher","2025-02-06","5"
"","","","","","","4","Implement database schema","incomplete","Olivia Aguilar","2025-02-06","3"
"229","1","13452.97","medium","134","David Johnson","1","Debug user interface","complete","John Romero","2024-11-12","9"
"230","7","11187.98","high","177","Joseph Parker","1","Debug algorithm","incomplete","Steven Conley","2025-01-14","9"
"231","1","10064.83","medium","133","Chase Welch","1","Document database schema","complete","Heather Baker","2024-09-22","4"
"","","","","","","2","Debug backend logic","complete","Samantha Olson","2024-09-22","3"
"232","3","13675.4","low","223","Sheila Weiss","1","Test backend logic","complete","Marvin Long","2024-09-15","10"
"","","","","","","2","Design database schema","incomplete","Timothy Orozco","2024-09-15","3"
"","","","","","","3","Implement database schema","complete","Adam Massey","2024-09-15","10"
"233","5","12452.75","high","311","Thomas Lopez","1","Implement backend logic","complete","Christina Diaz","2024-03-17","9"
"","","","","","","2","Debug integration module","incomplete","Stephanie West","2024-03-17","2"
"","","","","","","3","Implement backend logic","incomplete","Tiffany Clark","2024-03-17","6"
"234","6","11467.87","high","301","Megan Carpenter","1","Document database schema","incomplete","Deborah Nelson","2024-11-22","4"
"235","10","14593.04","low","50","Bailey Hall","1","Debug database schema","incomplete","Deborah Nelson","2024-07-22","1"
"","","","","","","2","Test integration module","incomplete","Lindsey Horton","2024-07-22","8"
"","","","","","","3","Test backend logic","incomplete","Linda Herrera","2024-07-22","9"
"","","","","","","4","Design backend logic","complete","John Payne","2024-07-22","2"
"236","4","13351.68","low","247","Tyler Turner","1","Design backend logic","complete","Michael Livingston","2024-05-24","8"
"","","","","","","2","Test user interface","complete","Glen Page","2024-05-24","2"
"","","","","","","3","Implement database schema","complete","Lisa Brown","2024-05-24","10"
"","","","","","","4","Test algorithm","incomplete","James Bartlett","2024-05-24","8"
"237","7","12165.13","low","229","Bailey Hall","1","Document integration module","complete","Robin Koch","2024-04-09","10"
"238","1","13504.41","low","213","Daniel Romero","1","Test integration module","complete","James Armstrong","2024-04-03","5"
"","","","","","","2","Debug algorithm","incomplete","Kristen Jones","2024-04-03","1"
"","","","","","","3","Implement integration module","complete","Ashley Newton","2024-04-03","3"
"239","7","13983.85","high","181","Elizabeth Thomas","1","Document database schema","complete","Jane Porter","2024-04-22","9"
"","","","","","","2","Implement user interface","complete","Marvin Long","2024-04-22","1"
"","","","","","","3","Optimize algorithm","complete","Joseph Wade","2024-04-22","5"
"240","4","13741.48","high","206","Joseph Johnson","1","Implement backend logic","incomplete","John Graham","2024-09-07","4"
"","","","","","","2","Implement integration module","complete","Deborah Nelson","2024-09-07","9"
"241","8","13223.37","low","178","Edward Owen","1","Implement integration module","incomplete","Cassandra Hogan","2024-03-14","6"
"","","","","","","2","Implement backend logic","complete","John Romero","2024-03-14","5"
"","","","","","","3","Design backend logic","incomplete","Carmen Oneal","2024-03-14","8"
"242","8","11641.73","high","186","Joseph Parker","1","Optimize database schema","incomplete","James Hernandez","2024-12-04","7"
"","","","","","","2","Design database schema","complete","Anna Mendez","2024-12-04","4"
"243","7","11383.4","medium","98","Bailey Hall","1","Debug database schema","incomplete","Catherine Caldwell","2024-07-27","8"
"","","","","","","2","Design backend logic","complete","Candice Hunt","2024-07-27","5"
"","","","","","","3","Optimize backend logic","incomplete","Shawn Morris","2024-07-27","2"
"","","","","","","4","Design user interface","complete","Karen Hansen","2024-07-27","10"
"244","10","12025.67","high","138","Sheila Weiss","1","Optimize algorithm","complete","Randy Garcia","2024-11-17","6"
"","","","","","","2","Implement integration module","incomplete","Elizabeth Riddle","2024-11-17","3"
"","","","","","","3","Optimize integration module","complete","Catherine Caldwell","2024-11-17","7"
"245","6","12510.84","high","152","Chase Welch","1","Optimize backend logic","incomplete","Kelli Rivera","2025-01-24","3"
"","","","","","","2","Optimize integration module","complete","Cristian Nguyen","2025-01-24","8"
"246","6","10202.1","medium","148","Tina Clark","1","Design backend logic","incomplete","Natasha Sloan","2024-06-23","7"
"","","","","","","2","Debug user interface","complete","Michael White","2024-06-23","6"
"","","","","","","3","Document integration module","incomplete","Scott Norris","2024-06-23","5"
"247","10","12721.75","low","222","Stacy Watts","1","Document user interface","incomplete","Anthony Ruiz","2024-08-20","7"
"","","","","","","2","Optimize algorithm","incomplete","Kevin Ferguson","2024-08-20","6"
"","","","","","","3","Debug integration module","complete","Laura Smith","2024-08-20","9"
"248","3","12199.49","low","69","Daniel Romero","1","Implement backend logic","complete","Bobby Jones","2025-01-03","6"
"","","","","","","2","Document user interface","complete","Kimberly Reese","2025-01-03","7"
"","","","","","","3","Document user interface","incomplete","Steven Beck","2025-01-03","8"
"249","8","11053.52","low","240","James Hood","1","Optimize integration module","complete","Angela Smith","2024-06-12","3"
"250","9","10195.95","high","105","Carol Mccann","1","Optimize algorithm","complete","William Perez","2024-05-04","5"
"","","","","","","2","Implement algorithm","incomplete","John Payne","2024-05-04","8"
"","","","","","","3","Implement algorithm","complete","Anna Mendez","2024-05-04","10"
"251","3","13116.06","high","165","Amanda Baker","1","Optimize integration module","complete","Howard Murphy","2025-01-25","4"
"","","","","","","2","Debug backend logic","complete","Emily Charles","2025-01-25","1"
"","","","","","","3","Optimize integration module","incomplete","Valerie Stephens","2025-01-25","3"
"252","10","10481.49","medium","344","Nicole Lewis","1","Debug backend logic","complete","Michael Phillips","2024-02-28","7"
"253","9","12103.42","low","301","Mark Tanner","1","Debug database schema","complete","Natasha Rodriguez","2024-06-05","7"
"","","","","","","2","Test algorithm","complete","Carolyn Wright","2024-06-05","2"
"","","","","","","3","Optimize integration module","incomplete","Amber Glover","2024-06-05","5"
"","","","","","","4","Design user interface","complete","Joy Rogers","2024-06-05","9"
"254","1","11875.15","low","191","Marc Marquez","1","Debug integration module","incomplete","Robin Zamora","2024-08-12","5"
"255","9","12117.81","medium","343","Robert Marshall","1","Implement algorithm","incomplete","Kelli Rivera","2025-01-22","3"
"","","","","","","2","Optimize integration module","incomplete","Brandon Ramirez","2025-01-22","5"
"","","","","","","3","Optimize database schema","incomplete","Margaret Peterson","2025-01-22","3"
"","","","","","","4","Design backend logic","incomplete","Jacqueline Anderson","2025-01-22","3"
"256","2","11072.29","medium","203","George Shannon","1","Debug user interface","complete","John Graham","2024-12-19","3"
"257","8","14629.31","medium","75","Tina Clark","1","Design integration module","complete","Brandon Ramirez","2024-06-22","7"
"","","","","","","2","Optimize integration module","incomplete","Jocelyn Watson","2024-06-22","10"
"258","1","14728.58","low","357","Stephanie Flynn","1","Document integration module","incomplete","Valerie Stephens","2024-09-20","4"
"259","1","13919.8","high","294","Joseph Parker","1","Design database schema","complete","Darren Gill","2024-06-06","1"
"","","","","","","2","Design database schema","incomplete","Stephanie West","2024-06-06","6"
"260","7","12027.25","low","295","Jason Lee","1","Optimize database schema","incomplete","Michael Phillips","2025-02-03","6"
"261","5","11131.48","low","262","Adam Armstrong","1","Implement algorithm","complete","Trevor Roy","2024-11-29","9"
"262","2","12515.85","medium","89","Daniel Romero","1","Debug algorithm","incomplete","Matthew Hill","2024-06-19","4"
"","","","","","","2","Test algorithm","incomplete","Kelli Rivera","2024-06-19","10"
"","","","","","","3","Debug user interface","incomplete","Ethan Lewis","2024-06-19","2"
"263","7","13168.31","low","147","Patricia Thomas","1","Optimize user interface","incomplete","Lindsey Horton","2024-09-07","4"
"","","","","","","2","Design algorithm","incomplete","Heather Holt","2024-09-07","2"
"","","","","","","3","Implement algorithm","incomplete","Candice Hunt","2024-09-07","6"
"264","4","14471.58","medium","123","Margaret Clayton","1","Document backend logic","complete","Rodney Valdez","2025-01-23","4"
"","","","","","","2","Implement backend logic","complete","Virginia Mayo","2025-01-23","4"
"265","10","11780.14","low","91","Ashley Lyons","1","Design integration module","complete","Philip Ferrell","2025-01-20","8"
"","","","","","","2","Optimize database schema","incomplete","Leslie Moss","2025-01-20","10"
"","","","","","","3","Debug backend logic","incomplete","Samantha Martinez","2025-01-20","7"
"","","","","","","4","Optimize backend logic","complete","Ronald Shea","2025-01-20","9"
"266","7","12391.6","high","46","Daniel Romero","1","Implement algorithm","complete","James Armstrong","2024-08-04","9"
"","","","","","","2","Test user interface","complete","Scott Rogers","2024-08-04","4"
"","","","","","","3","Optimize user interface","incomplete","Steven Conley","2024-08-04","6"
"","","","","","","4","Test backend logic","incomplete","Nathaniel Moore","2024-08-04","4"
"267","5","12356.73","high","205","Kyle Freeman","1","Implement algorithm","incomplete","Helen Fletcher","2024-05-13","6"
"","","","","","","2","Test algorithm","complete","Jocelyn Watson","2024-05-13","10"
"","","","","","","3","Optimize backend logic","complete","Natalie Zhang","2024-05-13","5"
"","","","","","","4","Optimize algorithm","incomplete","Marie Gonzalez","2024-05-13","4"
"268","3","14000.19","high","106","Megan Carpenter","1","Debug backend logic","incomplete","Felicia Parker","2024-02-13","8"
"","","","","","","2","Test integration module","complete","Frank Young","2024-02-13","7"
"269","2","13452.72","low","140","Gary Moss","1","Document database schema","incomplete","Ronald Thompson","2024-10-09","6"
"270","6","12801.75","medium","206","James Hood","1","Document integration module","complete","Tiffany Clark","2024-09-06","10"
"271","10","13249.33","high","119","Rita Price","1","Document integration module","incomplete","Dennis Nichols","2024-07-03","8"
"","","","","","","2","Debug integration module","incomplete","Sharon Hughes","2024-07-03","8"
"","","","","","","3","Implement backend logic","incomplete","Willie Daniels","2024-07-03","7"
"272","10","12858.19","low","70","Amanda Baker","1","Test database schema","incomplete","Troy Simon","2024-08-02","10"
"","","","","","","2","Debug database schema","incomplete","Michael Livingston","2024-08-02","6"
"273","10","12604.68","medium","241","Amanda Baker","1","Document backend logic","incomplete","Angela Smith","2024-05-13","2"
"274","4","10834.55","low","78","Tina Clark","1","Debug integration module","complete","Brenda Davis","2024-10-08","2"
"275","5","13090.51","low","229","Randall Jones","1","Test algorithm","complete","Sarah Mccormick","2024-06-05","3"
"","","","","","","2","Implement user interface","complete","Christina Diaz","2024-06-05","6"
"276","6","14321.21","medium","306","Robert Marshall","1","Document integration module","complete","Carolyn Wright","2024-11-15","10"
"","","","","","","2","Debug integration module","incomplete","Ariel Watson","2024-11-15","9"
"","","","","","","3","Document integration module","incomplete","Stephanie Harrison","2024-11-15","6"
"","","","","","","4","Optimize backend logic","complete","Julie Richmond","2024-11-15","8"
"277","5","11828.92","medium","109","Randall Jones","1","Implement database schema","incomplete","Jonathan Miller","2024-02-14","8"
"278","9","10041.59","medium","274","Randall Jones","1","Optimize backend logic","complete","Kenneth Zavala","2024-02-13","9"
"","","","","","","2","Implement algorithm","incomplete","Leslie Moss","2024-02-13","7"
"","","","","","","3","Implement algorithm","incomplete","Deborah Thompson","2024-02-13","4"
"","","","","","","4","Design algorithm","complete","Virginia Mayo","2024-02-13","9"
"279","10","14037.87","high","169","Paul Webb","1","Implement user interface","complete","Gloria Wilson","2025-01-06","3"
"","","","","","","2","Design algorithm","incomplete","Kenneth Zavala","2025-01-06","5"
"","","","","","","3","Optimize algorithm","complete","Kathleen Wright","2025-01-06","6"
"280","1","10760.75","high","41","Robert Allen","1","Implement algorithm","complete","Christian Weaver","2024-04-01","4"
"","","","","","","2","Implement user interface","incomplete","Michael Phillips","2024-04-01","4"
"","","","","","","3","Debug database schema","incomplete","Briana Hayes","2024-04-01","6"
"281","8","13484.67","low","199","Ashley Lyons","1","Debug user interface","incomplete","Christian Weaver","2024-04-23","3"
"282","4","14478.49","medium","225","Jason Lee","1","Debug backend logic","complete","Jason Schneider","2024-04-11","4"
"","","","","","","2","Document user interface","complete","Scott Rogers","2024-04-11","8"
"283","7","13407.21","medium","195","Amanda Baker","1","Optimize integration module","complete","Erika Warren","2024-12-27","5"
"284","8","13192.6","low","214","Carol Mccann","1","Implement algorithm","incomplete","David Moses","2025-01-15","1"
"","","","","","","2","Test integration module","complete","Dana Evans","2025-01-15","7"
"285","4","10044.65","low","327","Joseph Parker","1","Design backend logic","complete","Leslie Moss","2024-10-09","8"
"","","","","","","2","Document integration module","incomplete","Michael Phillips","2024-10-09","1"
"286","1","11777.59","low","304","Tyler Turner","1","Test integration module","incomplete","Natasha Sloan","2024-04-13","8"
"","","","","","","2","Implement user interface","incomplete","Sarah Smith","2024-04-13","6"
"","","","","","","3","Implement database schema","complete","Ann Mullins","2024-04-13","8"
"","","","","","","4","Debug integration module","incomplete","Vanessa Bailey","2024-04-13","9"
"287","8","10948.88","low","308","Thomas Lopez","1","Optimize integration module","complete","Samantha Martinez","2024-07-23","2"
"","","","","","","2","Implement algorithm","incomplete","Joshua Huynh","2024-07-23","5"
"","","","","","","3","Test algorithm","complete","Brittany King","2024-07-23","9"
"","","","","","","4","Document backend logic","complete","Steven Conley","2024-07-23","10"
"288","6","13880.08","low","194","Taylor Delgado","1","Optimize algorithm","complete","Joy Rogers","2024-03-12","10"
"","","","","","","2","Test algorithm","incomplete","Amber Glover","2024-03-12","2"
"","","","","","","3","Optimize user interface","complete","Kayla Watts","2024-03-12","3"
"","","","","","","4","Design backend logic","complete","Cristian Nguyen","2024-03-12","8"
"289","4","10493.77","high","358","Ricardo Hill","1","Optimize integration module","incomplete","Christina Diaz","2025-01-10","1"
"","","","","","","2","Implement integration module","complete","Richard Davies","2025-01-10","1"
"","","","","","","3","Document algorithm","complete","Tiffany Dunn","2025-01-10","8"
"","","","","","","4","Design database schema","incomplete","Stephanie Harrison","2025-01-10","6"
"290","1","14118.21","medium","300","Sheila Weiss","1","Implement integration module","complete","Michelle Hobbs","2024-03-16","2"
"","","","","","","2","Implement integration module","incomplete","Ann Mullins","2024-03-16","4"
"","","","","","","3","Optimize backend logic","complete","John Matthews","2024-03-16","9"
"291","9","12075.92","low","356","Katrina Wilson","1","Document algorithm","complete","Kathleen Wright","2024-08-10","3"
"","","","","","","2","Optimize algorithm","incomplete","William Perez","2024-08-10","3"
"","","","","","","3","Optimize algorithm","incomplete","Lynn Smith","2024-08-10","6"
"","","","","","","4","Test database schema","incomplete","William Ray","2024-08-10","7"
"292","6","13042.07","high","309","Joseph Johnson","1","Debug algorithm","incomplete","Nancy Parker","2024-08-19","1"
"","","","","","","2","Design database schema","complete","Ann Mullins","2024-08-19","9"
"","","","","","","3","Test user interface","incomplete","Carolyn Wright","2024-08-19","4"
"293","4","14278.6","low","171","George Shannon","1","Design algorithm","incomplete","Kayla Watts","2024-10-27","3"
"","","","","","","2","Test database schema","complete","Shawn Morris","2024-10-27","4"
"294","5","14055.37","low","322","Adam Armstrong","1","Design database schema","incomplete","Sarah Smith","2024-11-26","3"
"","","","","","","2","Document integration module","complete","Laura Smith","2024-11-26","10"
"295","5","10186.86","high","225","Ashley Lyons","1","Debug algorithm","complete","Tiffany Clark","2024-03-08","4"
"","","","","","","2","Document integration module","complete","Bradley Taylor","2024-03-08","7"
"","","","","","","3","Test integration module","complete","Lisa Brown","2024-03-08","6"
"296","9","12824.56","medium","287","Joseph Parker","1","Document algorithm","incomplete","Keith Li","2024-06-01","10"
"","","","","","","2","Optimize user interface","complete","Robert Taylor","2024-06-01","7"
"297","5","13931.84","low","97","Daniel Lopez","1","Document user interface","incomplete","Joseph Wade","2024-03-22","5"
"","","","","","","2","Debug integration module","incomplete","John Payne","2024-03-22","3"
"","","","","","","3","Implement algorithm","complete","Kristen Jones","2024-03-22","8"
"","","","","","","4","Document integration module","complete","Leslie Friedman","2024-03-22","9"
"298","10","14985.39","high","156","Kimberly Crawford","1","Debug database schema","complete","Emily Delgado","2024-03-16","2"
"","","","","","","2","Debug algorithm","incomplete","Tanner Dickson","2024-03-16","6"
"","","","","","","3","Test database schema","complete","Joy Rogers","2024-03-16","5"
"299","3","14938.26","high","256","Chase Welch","1","Implement backend logic","incomplete","Linda Herrera","2024-04-23","3"
"","","","","","","2","Document user interface","complete","Kelli Rivera","2024-04-23","1"
"","","","","","","3","Optimize backend logic","incomplete","Derrick Taylor","2024-04-23","1"
"","","","","","","4","Document user interface","incomplete","Briana Hayes","2024-04-23","8"
"300","8","10113.74","low","305","Joseph Johnson","1","Debug integration module","complete","William Ray","2024-05-23","1"
"","","","","","","2","Optimize integration module","complete","Emily Charles","2024-05-23","5"
"","","","","","","3","Design database schema","complete","Anna Mendez","2024-05-23","10"
"301","5","10265.43","high","34","Tina Clark","1","Document database schema","complete","Samantha Arnold","2024-08-25","1"
"","","","","","","2","Document algorithm","complete","Kenneth Zavala","2024-08-25","7"
"","","","","","","3","Document user interface","incomplete","Rhonda White","2024-08-25","8"
"302","10","12657.8","low","131","Daniel Romero","1","Implement integration module","incomplete","Adam Massey","2024-09-30","6"
"303","8","11967.0","low","39","Thomas Lopez","1","Document database schema","complete","Heather Figueroa","2025-01-24","9"
"","","","","","","2","Design database schema","incomplete","Samantha Martinez","2025-01-24","1"
"","","","","","","3","Test backend logic","complete","Marvin Long","2025-01-24","6"
"304","7","13284.66","low","225","Brandon Harris","1","Implement integration module","complete","Erik Clark","2025-01-21","7"
"","","","","","","2","Optimize database schema","incomplete","Katelyn Walker","2025-01-21","9"
"305","3","11033.79","low","327","Henry Carr","1","Test integration module","complete","Shawn Morris","2025-01-24","7"
"","","","","","","2","Implement integration module","complete","Debbie White","2025-01-24","6"
"306","2","12786.7","high","90","Robert Allen","1","Design database schema","incomplete","Karen Hansen","2024-07-20","7"
